first_name,second_name,team_name,player_position,player_cost,minutes,goals_scored,assists,clean_sheets,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
David,Raya Martín,Arsenal,GKP,5.5,3420,0,0,13,10,555,755.4,10.7,0.0,76.7,0.00,0.03,0.03,35.03
Kepa,Arrizabalaga Revuelta,Arsenal,GKP,4.5,2790,0,0,8,7,406,744.4,10.4,4.0,75.8,0.06,0.03,0.09,38.83
Karl,Hein,Arsenal,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Tommy,Setford,Arsenal,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Gabriel,dos Santos Magalhães,Arsenal,DEF,6.0,2363,3,2,10,9,459,584.6,208.8,287.0,108.2,2.70,1.21,3.91,23.09
William,Saliba,Arsenal,DEF,6.0,3039,2,0,12,14,564,672.6,150.1,116.0,94.2,2.42,1.28,3.70,30.32
Riccardo,Calafiori,Arsenal,DEF,5.5,978,2,1,1,1,142,252.6,118.2,176.0,54.6,0.86,0.69,1.55,10.28
Jurriën,Timber,Arsenal,DEF,5.5,2415,1,3,11,9,426,393.0,296.8,254.0,94.2,1.23,1.30,2.53,21.09
Jakub,Kiwior,Arsenal,DEF,5.5,1117,1,0,3,2,178,267.2,91.3,32.0,39.2,0.17,0.29,0.46,14.71
Myles,Lewis-Skelly,Arsenal,DEF,5.5,1362,1,0,5,0,237,176.0,170.7,57.0,40.0,0.16,0.51,0.67,16.65
Benjamin,White,Arsenal,DEF,5.5,1195,0,2,5,0,211,247.6,162.6,100.0,51.0,0.46,1.30,1.76,16.88
Oleksandr,Zinchenko,Arsenal,DEF,5.0,518,0,1,4,2,141,83.4,92.8,66.0,24.1,0.65,0.52,1.17,3.21
Brayden,Clarke,Arsenal,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Maldini,Kacurri,Arsenal,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Josh,Nichols,Arsenal,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Bukayo,Saka,Arsenal,MID,10.0,1724,6,11,7,18,508,606.0,842.8,830.0,227.9,6.87,7.78,14.65,17.72
Martin,Ødegaard,Arsenal,MID,8.0,2321,3,9,11,11,529,524.6,968.7,493.0,198.8,4.85,6.68,11.53,22.16
Noni,Madueke,Arsenal,MID,7.0,2028,7,5,6,12,425,479.2,475.1,998.0,195.3,9.62,2.86,12.48,29.55
Gabriel,Martinelli Silva,Arsenal,MID,7.0,2284,8,4,10,6,422,559.8,587.8,912.0,206.1,7.13,4.46,11.59,26.22
Leandro,Trossard,Arsenal,MID,7.0,2546,8,8,11,18,561,609.0,617.6,798.0,202.1,6.74,4.12,10.86,24.76
Declan,Rice,Arsenal,MID,6.5,2823,4,7,11,17,627,733.0,959.6,399.0,208.8,3.51,5.64,9.14,27.13
Mikel,Merino Zazón,Arsenal,MID,6.0,1575,7,2,4,8,326,456.8,265.8,511.0,123.3,5.75,1.18,6.93,15.71
Fábio,Ferreira Vieira,Arsenal,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Christian,Nørgaard,Arsenal,MID,5.5,2820,5,5,6,7,580,735.4,333.0,409.0,147.9,4.23,1.38,5.61,44.54
Ethan,Nwaneri,Arsenal,MID,5.5,882,4,2,4,4,251,293.2,282.8,255.0,83.0,1.19,1.78,2.97,5.38
Martín,Zubimendi Ibáñez,Arsenal,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Reiss,Nelson,Arsenal,MID,5.0,483,1,1,1,2,143,131.6,223.9,195.0,55.1,1.07,0.96,2.03,6.13
Ismeal,Kabia,Arsenal,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Albert,Sambi Lokonga,Arsenal,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kai,Havertz,Arsenal,FWD,7.5,1872,9,3,7,14,343,467.6,269.0,711.0,144.8,9.53,1.65,11.18,19.32
Gabriel,Fernando de Jesus,Arsenal,FWD,6.5,600,3,2,2,6,152,154.4,119.5,255.0,52.6,3.05,0.52,3.57,5.82
Cristhian,Mosquera,Arsenal,DEF,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Viktor,Gyökeres,Arsenal,FWD,9.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Emiliano,Martínez Romero,Aston Villa,GKP,5.0,3195,0,0,8,6,457,839.6,20.0,0.0,86.0,0.00,0.02,0.02,44.99
Marco,Bizot,Aston Villa,GKP,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Joe,Gauci,Aston Villa,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Filip,Marschall,Aston Villa,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Matty,Cash,Aston Villa,DEF,4.5,2069,1,1,7,2,286,359.2,181.0,171.0,71.3,0.48,1.23,1.71,28.64
Lucas,Digne,Aston Villa,DEF,4.5,2348,0,5,6,7,383,512.6,583.9,112.0,120.7,0.80,3.97,4.77,34.94
Ezri,Konsa Ngoyo,Aston Villa,DEF,4.5,2936,2,0,8,10,448,532.8,123.9,166.0,82.4,1.29,0.61,1.90,43.82
Ian,Maatsen,Aston Villa,DEF,4.5,1125,1,2,3,0,204,252.0,293.4,197.0,74.3,0.87,2.43,3.30,17.31
Tyrone,Mings,Aston Villa,DEF,4.5,1119,0,1,4,5,207,220.4,49.2,74.0,34.6,0.88,0.23,1.11,13.20
Pau,Torres,Aston Villa,DEF,4.5,2019,0,0,5,3,254,350.6,84.5,102.0,54.0,0.51,0.43,0.94,29.69
Andrés,García,Aston Villa,DEF,4.0,316,0,0,0,0,26,45.6,68.4,7.0,12.0,0.04,0.49,0.53,6.49
Álex,Moreno Lopera,Aston Villa,DEF,4.0,952,0,1,3,1,126,200.8,134.5,29.0,36.4,0.17,1.10,1.27,13.94
Lamare,Bogarde,Aston Villa,DEF,4.0,473,0,0,0,0,22,84.8,33.3,15.0,13.3,0.04,0.13,0.17,9.28
Lino,da Cruz Sousa,Aston Villa,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Yasin,Özcan,Aston Villa,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Morgan,Rogers,Aston Villa,MID,7.0,3115,8,11,10,15,534,731.6,722.7,689.0,214.3,6.49,5.24,11.73,43.70
Youri,Tielemans,Aston Villa,MID,6.0,3025,3,7,7,15,686,799.6,963.1,333.0,209.6,3.31,5.83,9.14,43.87
Leon,Bailey,Aston Villa,MID,5.5,1132,1,2,2,2,174,146.4,235.8,325.0,70.3,1.73,2.92,4.65,13.91
Emiliano,Buendía Stati,Aston Villa,MID,5.5,89,0,0,0,0,37,16.4,23.2,16.0,5.2,0.65,0.03,0.68,2.27
Samuel,Iling-Junior,Aston Villa,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jacob,Ramsey,Aston Villa,MID,5.5,1616,1,4,5,3,265,235.4,307.9,245.0,78.7,1.59,2.18,3.77,23.99
Donyell,Malen,Aston Villa,MID,5.5,296,3,0,0,3,112,138.2,42.7,208.0,38.5,2.15,0.15,2.30,4.77
John,McGinn,Aston Villa,MID,5.5,2217,1,4,8,1,360,277.2,500.6,263.0,103.7,3.10,2.70,5.80,35.03
Ross,Barkley,Aston Villa,MID,5.0,567,3,1,1,5,166,215.4,128.1,206.0,54.8,1.79,0.43,2.22,6.32
Enzo,Barrenechea,Aston Villa,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Lewis,Dobbin,Aston Villa,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Boubacar,Kamara,Aston Villa,MID,5.0,1720,1,0,6,3,296,326.6,191.0,83.0,60.2,0.82,0.83,1.65,23.03
Amadou,Onana,Aston Villa,MID,5.0,1613,3,0,6,5,324,358.0,194.8,215.0,77.0,2.12,0.84,2.96,23.66
Ben,Broggio,Aston Villa,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Leander,Dendoncker,Aston Villa,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jamaldeen,Jimoh-Aloba,Aston Villa,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kadan,Young,Aston Villa,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Ollie,Watkins,Aston Villa,FWD,9.0,2593,16,8,10,32,631,766.0,345.2,1148.0,223.8,15.12,2.07,17.19,38.62
Zépiqueno,Redmond,Aston Villa,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Evann,Guessand,Aston Villa,MID,6.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Max,Weiß,Burnley,GKP,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Etienne,Green,Burnley,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Václav,Hladký,Burnley,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Connor,Roberts,Burnley,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kyle,Walker,Burnley,DEF,4.5,966,0,0,0,0,63,157.4,147.7,29.0,33.5,0.12,1.34,1.46,19.26
Hannes,Delcroix,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Owen,Dodgson,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Hjalmar,Ekdal,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Maxime,Estève,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Quilindschy,Hartman,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Bashir,Humphreys,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jordan,Beyer,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Lucas,Pires Silva,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Shurandy,Sambo,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Oliver,Sonne,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Axel,Tuanzebe,Burnley,DEF,4.0,1710,0,1,1,0,80,284.4,93.4,25.0,40.1,0.21,0.26,0.47,32.01
Joe,Worrall,Burnley,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jaidon,Anthony,Burnley,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Manuel,Benson Hedilazio,Burnley,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jacob,Bruun Larsen,Burnley,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Enock,Agyei,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Darko,Churlinov,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Josh,Cullen,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Marcus,Edwards,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Hannibal,Mejbri,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Luca,Koleosho,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Josh,Laurent,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Loum,Tchaouna,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Aaron,Ramsey,Burnley,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Oluwaseun,Adewumi,Burnley,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jaydon,Banel,Burnley,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Mike,Trésor Ndayishimiye,Burnley,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Zian,Flemming,Burnley,FWD,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Zeki,Amdouni,Burnley,FWD,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Lyle,Foster,Burnley,FWD,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Ashley,Barnes,Burnley,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Michael,Obafemi,Burnley,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Martin,Dúbravka,Burnley,GKP,4.0,900,0,0,5,2,160,220.2,0.0,0.0,22.0,0.00,0.00,0.00,11.19
Lesley,Ugochukwu,Burnley,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Armando,Broja,Burnley,FWD,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Norberto,Murara Neto,Bournemouth,GKP,4.5,180,0,0,0,0,30,77.8,0.0,0.0,7.8,0.00,0.00,0.00,2.91
Đorđe,Petrović,Bournemouth,GKP,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Will,Dennis,Bournemouth,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Callan,McKenna,Bournemouth,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Alex,Paulsen,Bournemouth,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Illia,Zabarnyi,Bournemouth,DEF,5.0,3109,0,1,8,8,429,651.4,177.0,88.0,92.0,1.20,0.76,1.96,42.54
Marcos,Senesi Barón,Bournemouth,DEF,4.5,1103,0,0,2,3,114,271.6,84.2,39.0,39.6,0.84,0.48,1.32,14.76
Adam,Smith,Bournemouth,DEF,4.5,1586,0,0,6,0,161,181.8,147.2,24.0,35.0,0.65,0.68,1.33,19.04
Adrien,Truffert,Bournemouth,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Matai,Akinmboni,Bournemouth,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Owen,Bevan,Bournemouth,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
James,Hill,Bournemouth,DEF,4.0,443,0,1,1,0,55,97.0,38.4,29.0,16.6,0.29,0.25,0.54,8.54
Julián,Araujo Zúñiga,Bournemouth,DEF,4.0,492,0,0,0,0,20,56.8,30.6,4.0,9.2,0.00,0.10,0.10,9.69
Chris,Mepham,Bournemouth,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Julio,Soler Barreto,Bournemouth,DEF,4.0,9,0,0,0,0,8,2.2,1.8,0.0,0.4,0.00,0.00,0.00,0.08
Justin,Kluivert,Bournemouth,MID,7.0,2339,12,6,13,14,532,700.0,654.1,771.0,212.0,10.05,3.66,13.71,32.60
Antoine,Semenyo,Bournemouth,MID,7.0,3202,11,7,11,14,571,792.2,688.9,1204.0,267.8,9.51,4.43,13.94,44.18
Dango,Ouattara,Bournemouth,MID,6.0,1998,7,4,7,7,432,624.6,496.8,754.0,187.2,8.42,3.24,11.66,31.96
Marcus,Tavernier,Bournemouth,MID,5.5,1932,3,7,4,4,362,447.0,664.8,442.0,155.4,5.51,3.65,9.16,25.42
Tyler,Adams,Bournemouth,MID,5.0,1959,0,3,6,1,315,411.8,261.2,83.0,75.9,1.33,0.76,2.09,29.26
David,Brooks,Bournemouth,MID,5.0,941,2,1,3,2,204,193.6,316.7,300.0,80.4,2.58,2.02,4.60,15.03
Ryan,Christie,Bournemouth,MID,5.0,2114,2,3,8,5,435,514.0,576.8,303.0,139.6,2.14,2.90,5.04,30.17
Lewis,Cook,Bournemouth,MID,5.0,2976,1,4,5,3,500,607.0,727.1,114.0,144.9,0.94,3.76,4.70,45.25
Philip,Billing,Bournemouth,MID,5.0,176,0,0,0,0,52,54.0,102.4,47.0,20.4,0.55,0.97,1.52,3.35
Alex,Scott,Bournemouth,MID,5.0,745,0,0,3,0,132,141.6,171.6,118.0,43.2,0.73,1.00,1.73,10.14
Luis,Sinisterra Lucumí,Bournemouth,MID,5.0,229,1,1,0,2,90,112.0,115.3,195.0,42.3,1.18,1.29,2.47,4.08
Romain,Faivre,Bournemouth,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Hamed,Traorè,Bournemouth,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Dominic,Sadi,Bournemouth,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Zain,Silcott-Duberry,Bournemouth,MID,4.5,1,0,0,0,0,5,2.0,1.0,0.0,0.3,0.00,0.00,0.00,0.04
Ben,Winterburn,Bournemouth,MID,4.5,22,0,0,0,0,14,2.4,0.2,2.0,0.4,0.00,0.00,0.00,0.16
Francisco Evanilson,de Lima Barbosa,Bournemouth,FWD,7.0,2317,10,5,11,20,487,456.0,331.9,966.0,174.8,12.47,1.74,14.21,26.78
Enes,Ünal,Bournemouth,FWD,5.5,330,2,1,2,4,97,104.0,56.1,207.0,35.9,2.73,0.26,2.99,6.38
Daniel,Adu-Adjei,Bournemouth,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Eli Junior,Kroupi,Bournemouth,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Bafodé,Diakité,Bournemouth,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Caoimhín,Kelleher,Brentford,GKP,4.5,900,0,0,4,1,156,224.2,0.0,0.0,22.4,0.00,0.00,0.00,11.09
Ellery,Balcombe,Brentford,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Matthew,Cox,Brentford,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Julian,Eyestone,Brentford,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Hákon Rafn,Valdimarsson,Brentford,GKP,4.0,144,0,0,0,0,14,21.4,0.1,0.0,2.1,0.00,0.00,0.00,1.49
Nathan,Collins,Brentford,DEF,5.0,3420,2,7,8,11,549,1023.2,160.5,311.0,149.6,2.44,1.57,4.01,56.31
Keane,Lewis-Potter,Brentford,DEF,5.0,3092,1,5,8,0,460,542.0,462.2,391.0,139.9,2.96,4.94,7.90,50.62
Kristoffer,Ajer,Brentford,DEF,4.5,1433,0,0,3,0,120,199.0,128.1,158.0,48.5,0.97,0.48,1.45,21.70
Rico,Henry,Brentford,DEF,4.5,94,0,0,0,0,5,13.6,2.1,2.0,1.7,0.00,0.01,0.01,2.16
Michael,Kayode,Brentford,DEF,4.5,523,0,1,2,0,115,105.2,105.2,30.0,24.2,0.19,0.70,0.89,6.66
Ethan,Pinnock,Brentford,DEF,4.5,1912,2,0,2,0,233,540.2,101.2,193.0,83.6,1.08,0.64,1.72,34.33
Mads,Roerslev Rasmussen,Brentford,DEF,4.5,1100,0,2,2,0,125,214.4,185.8,78.0,48.0,0.20,2.09,2.29,21.52
Sepp,van den Berg,Brentford,DEF,4.5,2584,0,1,5,1,266,587.4,108.3,226.0,92.3,2.09,0.52,2.61,44.61
Benjamin,Arthur,Brentford,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Benjamin,Fredrick,Brentford,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Aaron,Hickey,Brentford,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kim,Ji-soo,Brentford,DEF,4.0,28,0,0,0,0,8,5.0,0.8,0.0,0.6,0.00,0.00,0.00,0.32
Jayden,Meghoma,Brentford,DEF,4.0,4,0,0,0,0,3,0.2,0.3,0.0,0.1,0.00,0.00,0.00,0.14
Kevin,Schade,Brentford,MID,7.0,2281,11,4,10,12,498,630.8,312.7,892.0,183.3,8.45,1.75,10.20,30.66
Mikkel,Damsgaard,Brentford,MID,6.0,2911,2,10,11,10,611,714.8,1006.4,338.0,205.9,2.91,7.01,9.92,45.60
Antoni,Milambo,Brentford,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Fábio,Freitas Gouveia Carvalho,Brentford,MID,5.0,443,2,1,0,1,127,142.2,71.5,154.0,36.3,2.49,0.54,3.03,11.46
Jordan,Henderson,Brentford,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Vitaly,Janelt,Brentford,MID,5.0,2251,1,3,6,2,384,356.6,284.2,131.0,77.2,0.83,2.38,3.21,37.37
Mathias,Jensen,Brentford,MID,5.0,846,0,2,2,1,179,157.0,249.5,32.0,43.8,0.23,1.75,1.98,16.41
