first_name,second_name,team_name,player_position,player_cost,minutes,goals_scored,assists,clean_sheets,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
Gustavo,Nunes Fernandes Gomes,Brentford,MID,5.0,11,0,0,0,0,11,10.0,0.3,2.0,1.2,0.00,0.00,0.00,0.35
Frank,Onyeka,Brentford,MID,5.0,23,0,0,0,0,3,0.0,0.5,0.0,0.0,0.00,0.02,0.02,0.69
Yehor,Yarmoliuk,Brentford,MID,5.0,1435,0,0,3,0,255,259.6,196.1,89.0,54.4,0.62,0.91,1.53,26.43
Romelle,Donovan,Brentford,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Yunus Emre,Konak,Brentford,MID,4.5,53,0,0,0,0,30,8.0,4.5,3.0,1.2,0.15,0.00,0.15,1.79
Paris,Maghoma,Brentford,MID,4.5,112,0,0,0,0,32,27.8,15.8,10.0,5.4,0.12,0.04,0.16,1.89
Myles,Peart-Harris,Brentford,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Ryan,Trevitt,Brentford,MID,4.5,3,0,0,0,0,5,2.6,0.1,0.0,0.3,0.00,0.00,0.00,0.00
Yoane,Wissa,Brentford,FWD,7.5,2921,18,6,9,32,739,849.4,400.0,1181.0,242.4,18.58,2.20,20.77,45.12
Igor Thiago,Nascimento Rodrigues,Brentford,FWD,6.0,167,0,0,0,0,32,18.2,30.6,12.0,5.8,0.13,0.04,0.17,3.54
Iwan,Morgan,Brentford,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jason,Steele,Brighton,GKP,4.5,180,0,0,1,1,46,40.4,0.0,0.0,4.1,0.00,0.00,0.00,1.88
Bart,Verbruggen,Brighton,GKP,4.5,3240,0,1,7,6,366,849.8,10.0,0.0,85.8,0.00,0.01,0.01,53.10
Tom,McGill,Brighton,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Carl,Rushworth,Brighton,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kjell,Scherpen,Brighton,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Olivier,Boscagli,Brighton,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Diego,Coppola,Brighton,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Maxim,De Cuyper,Brighton,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Lewis,Dunk,Brighton,DEF,4.5,2081,0,1,4,0,223,425.4,115.7,128.0,66.9,0.81,1.02,1.83,35.69
Pervis,Estupiñán Tenorio,Brighton,DEF,4.5,2399,1,1,3,7,313,504.4,530.1,173.0,120.8,1.09,2.43,3.52,39.85
Ferdi,Kadıoğlu,Brighton,DEF,4.5,385,1,0,2,0,59,116.4,83.7,40.0,24.0,0.44,0.31,0.75,9.44
Igor Julio,dos Santos de Paulo,Brighton,DEF,4.5,959,0,0,1,0,113,189.6,54.7,4.0,24.9,0.05,0.25,0.30,17.21
Tariq,Lamptey,Brighton,DEF,4.5,856,2,2,2,1,99,213.6,101.0,52.0,36.8,0.38,0.80,1.18,15.36
Jan Paul,van Hecke,Brighton,DEF,4.5,2960,1,1,7,7,406,736.6,261.8,182.0,118.3,1.32,1.41,2.73,44.67
Joël,Veltman,Brighton,DEF,4.5,1694,0,0,6,7,249,273.0,147.2,59.0,48.1,0.47,1.31,1.78,24.83
Adam,Webster,Brighton,DEF,4.5,885,0,1,4,2,167,198.4,49.7,55.0,30.2,0.25,0.28,0.53,14.26
Eiran,Cashin,Brighton,DEF,4.0,19,0,0,0,0,-2,7.0,0.6,0.0,0.7,0.00,0.00,0.00,0.44
Jacob,Slater,Brighton,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Charlie,Tasker,Brighton,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Mitoma,Kaoru,Brighton,MID,6.5,2597,10,5,6,12,536,670.6,578.0,856.0,210.7,9.19,4.03,13.22,37.05
Georginio,Rutter,Brighton,MID,6.0,1651,5,6,6,1,288,355.4,281.8,404.0,103.0,4.57,1.67,6.24,27.90
Solly,March,Brighton,MID,6.0,161,0,0,0,0,25,24.0,59.6,18.0,10.1,0.09,0.32,0.41,2.82
Yankuba,Minteh,Brighton,MID,6.0,1831,6,5,4,8,398,523.8,448.9,615.0,159.1,4.13,4.99,9.12,28.41
Julio,Enciso Espínola,Brighton,MID,5.5,1155,2,3,2,5,224,250.8,268.9,362.0,87.7,2.82,1.32,4.14,22.10
Brajan,Gruda,Brighton,MID,5.5,676,1,4,1,1,176,196.6,311.6,187.0,69.1,1.15,1.93,3.08,12.66
Jack,Hinshelwood,Brighton,MID,5.5,1839,5,3,6,8,404,394.6,268.1,304.0,97.0,2.74,1.50,4.24,30.09
Matt,O'Riley,Brighton,MID,5.5,929,2,3,2,2,209,211.4,322.5,219.0,75.3,2.76,2.04,4.80,14.27
Abdallah,Sima,Brighton,MID,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Yasin,Ayari,Brighton,MID,5.0,1958,2,1,7,3,358,363.2,507.5,247.0,111.7,2.51,2.62,5.13,30.15
Carlos,Baleba,Brighton,MID,5.0,2660,3,1,8,7,490,515.4,343.7,193.0,105.2,3.10,1.21,4.31,39.54
Facundo,Buonanotte,Brighton,MID,5.0,1508,5,2,2,6,299,415.8,415.8,318.0,114.7,4.01,2.29,6.30,29.23
Diego,Gómez Amarilla,Brighton,MID,5.0,507,1,1,0,2,130,124.2,143.2,69.0,33.6,0.82,1.16,1.98,9.28
James,Milner,Brighton,MID,5.0,170,0,0,1,0,27,28.6,66.3,12.0,10.7,0.16,0.15,0.31,1.98
Jeremy,Sarmiento Morante,Brighton,MID,5.0,8,0,0,0,0,3,0.2,0.8,0.0,0.1,0.00,0.00,0.00,0.00
Tom,Watson,Brighton,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Mats,Wieffer,Brighton,MID,5.0,1003,1,5,2,4,243,328.8,230.4,129.0,68.5,0.80,1.00,1.80,18.89
Malick,Yalcouyé,Brighton,MID,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Joe,Knight,Brighton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Adrian,Mazilu,Brighton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Andrew,Moran,Brighton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Danny,Welbeck,Brighton,FWD,6.5,2109,10,5,7,21,484,550.2,331.3,676.0,155.8,9.58,1.36,10.94,37.40
Evan,Ferguson,Brighton,FWD,5.5,385,1,0,1,2,97,80.0,68.5,104.0,25.0,1.13,0.66,1.79,6.39
Stefanos,Tzimas,Brighton,FWD,5.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Charalampos,Kostoulas,Brighton,FWD,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Robert,Lynch Sánchez,Chelsea,GKP,5.0,2880,0,0,10,11,470,755.6,20.0,0.0,77.5,0.00,0.02,0.02,38.55
Filip,Jörgensen,Chelsea,GKP,4.5,540,0,0,1,0,59,157.6,0.0,0.0,15.9,0.00,0.00,0.00,8.83
Mike,Penders,Chelsea,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Gabriel,Słonina,Chelsea,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Marc,Cucurella Saseta,Chelsea,DEF,6.0,2988,5,2,9,14,533,668.6,350.6,358.0,137.9,2.79,2.39,5.18,39.94
Reece,James,Chelsea,DEF,5.5,1057,1,2,3,5,223,207.6,202.1,56.0,46.7,0.45,1.15,1.60,16.10
Trevoh,Chalobah,Chelsea,DEF,5.0,1969,3,1,6,11,379,496.4,124.2,222.0,84.6,1.98,0.64,2.62,27.15
Levi,Samuels Colwill,Chelsea,DEF,5.0,3150,2,1,10,6,461,692.0,214.3,185.0,109.4,1.92,1.31,3.23,43.52
Malo,Gusto,Chelsea,DEF,5.0,1853,0,1,4,2,285,336.8,394.6,147.0,87.9,1.44,1.91,3.35,27.43
Benoît,Badiashile Mukinayi,Chelsea,DEF,4.5,332,0,0,0,0,35,66.0,12.6,0.0,7.9,0.00,0.08,0.08,5.34
Wesley,Fofana,Chelsea,DEF,4.5,1172,0,0,2,2,162,200.2,85.0,33.0,31.9,0.44,0.18,0.62,14.76
Mamadou,Sarr,Chelsea,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Tosin,Adarabioyo,Chelsea,DEF,4.5,1403,1,1,7,7,305,352.2,48.2,92.0,49.6,0.93,0.23,1.16,19.62
Josh,Acheampong,Chelsea,DEF,4.0,168,0,0,0,0,8,13.6,2.5,13.0,2.9,0.22,0.01,0.23,2.09
Aarón,Anselmino,Chelsea,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Cole,Palmer,Chelsea,MID,10.5,3193,15,10,10,35,952,1068.2,1259.2,1052.0,338.0,16.79,9.53,26.32,43.88
Pedro,Lomba Neto,Chelsea,MID,7.0,2262,4,6,8,9,434,492.0,762.7,545.0,180.0,3.48,4.47,7.95,27.98
Enzo,Fernández,Chelsea,MID,6.5,2943,6,8,10,11,691,761.6,1131.6,517.0,241.3,6.23,6.11,12.34,38.06
Estêvão,Almeida de Oliveira Gonçalves,Chelsea,MID,6.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jamie,Bynoe-Gittens,Chelsea,MID,6.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Christopher,Nkunku,Chelsea,MID,6.0,904,3,2,2,5,190,230.2,204.9,339.0,77.1,5.11,1.01,6.12,16.25
Moisés,Caicedo Corozo,Chelsea,MID,5.5,3351,1,4,12,4,650,627.6,568.8,95.0,129.2,0.81,2.82,3.63,45.42
Tyrique,George,Chelsea,MID,5.0,177,1,1,1,0,55,67.4,72.7,32.0,17.1,0.20,0.26,0.46,1.41
Roméo,Lavia,Chelsea,MID,5.0,792,0,1,3,0,125,113.2,121.7,7.0,24.4,0.25,0.38,0.63,14.33
Mykhailo,Mudryk,Chelsea,MID,5.0,145,0,0,0,0,26,23.2,31.5,31.0,8.5,0.24,0.66,0.90,3.28
Andrey,Nascimento dos Santos,Chelsea,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Dário,Luís Essugo,Chelsea,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kendry,Páez Andrade,Chelsea,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
João Pedro,Junqueira de Jesus,Chelsea,FWD,7.5,1946,10,6,6,26,516,567.0,456.0,644.0,166.0,8.96,3.10,12.06,25.51
Liam,Delap,Chelsea,FWD,6.5,2587,12,2,3,22,472,513.0,290.5,783.0,157.5,9.44,1.38,10.82,53.60
Nicolas,Jackson,Chelsea,FWD,6.5,2220,10,6,11,17,417,546.4,368.3,976.0,187.4,11.68,1.90,13.58,28.47
Jorrel,Hato,Chelsea,DEF,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Dean,Henderson,Crystal Palace,GKP,5.0,3420,0,0,11,8,466,853.6,30.0,4.0,88.6,0.01,0.02,0.03,50.33
Walter,Benítez,Crystal Palace,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Remi,Matthews,Crystal Palace,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Daniel,Muñoz Mejía,Crystal Palace,DEF,5.5,3229,4,6,11,9,480,816.6,634.2,524.0,197.6,4.92,3.46,8.38,46.30
Maxence,Lacroix,Crystal Palace,DEF,5.0,3116,1,2,11,9,463,723.8,113.7,277.0,111.4,3.50,1.01,4.51,44.59
Tyrick,Mitchell,Crystal Palace,DEF,5.0,3090,0,6,12,4,455,630.8,559.1,170.0,136.2,1.31,3.67,4.98,46.45
Borna,Sosa,Crystal Palace,DEF,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Marc,Guéhi,Crystal Palace,DEF,4.5,3059,3,2,11,11,492,827.0,237.6,247.0,131.0,1.87,2.01,3.88,41.55
Chris,Richards,Crystal Palace,DEF,4.5,1921,1,1,7,2,249,470.8,45.0,181.0,69.6,1.33,0.60,1.93,29.78
Chadi,Riad Dnanou,Crystal Palace,DEF,4.0,90,0,0,0,0,3,18.2,1.3,0.0,2.0,0.00,0.02,0.02,1.39
Nathaniel,Clyne,Crystal Palace,DEF,4.0,477,0,0,1,0,48,66.6,51.8,8.0,12.4,0.02,0.24,0.26,10.11
Rob,Holding,Crystal Palace,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Caleb,Kporha,Crystal Palace,DEF,4.0,11,0,0,0,0,1,8.0,4.6,0.0,1.3,0.00,0.02,0.02,0.06
Eberechi,Eze,Crystal Palace,MID,7.5,2588,8,8,10,15,605,685.0,849.2,691.0,222.4,10.39,4.67,15.06,35.03
Ismaïla,Sarr,Crystal Palace,MID,6.5,2708,8,7,10,14,542,675.0,618.0,866.0,215.9,10.82,6.82,17.64,38.63
Cheick,Doucouré,Crystal Palace,MID,5.0,443,0,1,1,0,71,58.6,25.7,23.0,10.8,0.40,0.11,0.51,7.53
Romain,Esse,Crystal Palace,MID,5.0,138,1,2,0,3,72,74.8,38.4,51.0,16.4,0.32,0.39,0.71,2.15
Will,Hughes,Crystal Palace,MID,5.0,2100,0,4,10,3,278,335.2,462.6,90.0,87.5,1.09,2.64,3.73,31.64
Daichi,Kamada,Crystal Palace,MID,5.0,1545,0,0,3,0,246,219.2,314.1,145.0,68.2,1.12,1.55,2.67,25.74
Jefferson,Lerma Solís,Crystal Palace,MID,5.0,2270,0,1,6,2,326,401.4,190.2,197.0,78.7,1.07,1.75,2.82,33.55
Adam,Wharton,Crystal Palace,MID,5.0,1314,0,2,4,0,244,261.2,381.4,69.0,71.2,0.38,2.17,2.55,19.34
Asher,Agbinone,Crystal Palace,MID,4.5,4,0,0,0,0,4,4.0,10.6,1.0,1.5,0.02,0.01,0.03,0.00
Naouirou,Ahamada,Crystal Palace,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Justin,Devenny,Crystal Palace,MID,4.5,494,1,1,0,1,129,138.8,101.8,90.0,33.2,0.77,0.41,1.18,9.30
Malcolm,Ebiowei,Crystal Palace,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jesurun,Rak-Sakyi,Crystal Palace,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Matheus,França de Oliveira,Crystal Palace,MID,4.5,52,1,0,0,0,34,48.4,1.2,66.0,11.5,0.28,0.18,0.46,0.40
David,Ozoh,Crystal Palace,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kaden,Rodney,Crystal Palace,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Franco,Umeh-Chibueze,Crystal Palace,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jean-Philippe,Mateta,Crystal Palace,FWD,7.5,2642,14,2,9,27,576,671.6,405.4,800.0,187.3,13.77,2.28,16.05,37.94
Eddie,Nketiah,Crystal Palace,FWD,5.5,1018,3,2,2,4,186,192.2,163.7,475.0,82.5,5.94,0.83,6.77,14.29
Odsonne,Édouard,Crystal Palace,FWD,5.0,141,0,0,0,0,14,5.0,25.0,50.0,8.0,0.39,0.07,0.46,3.72
Zach,Marsh,Crystal Palace,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Kiernan,Dewsbury-Hall,Everton,MID,5.0,257,0,1,0,1,71,57.4,47.4,21.0,12.6,0.22,0.22,0.44,3.88
Jordan,Pickford,Everton,GKP,5.5,3420,0,1,12,15,593,1052.0,20.3,0.0,107.0,0.00,0.22,0.22,46.11
Mark,Travers,Everton,GKP,4.5,450,0,0,1,1,76,146.4,0.0,0.0,14.6,0.00,0.01,0.01,7.36
Harry,Tyrer,Everton,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jarrad,Branthwaite,Everton,DEF,5.5,2509,0,1,9,3,420,624.6,57.7,130.0,81.3,1.20,0.61,1.81,29.83
James,Tarkowski,Everton,DEF,5.5,2922,1,1,10,8,468,859.0,188.8,217.0,126.9,1.32,2.33,3.65,39.30
Vitalii,Mykolenko,Everton,DEF,5.0,3082,1,3,11,9,467,621.4,428.5,100.0,115.2,0.48,2.12,2.60,39.81
Jake,O'Brien,Everton,DEF,5.0,1568,2,0,5,5,233,341.4,108.9,109.0,56.0,0.77,0.31,1.08,18.63
Séamus,Coleman,Everton,DEF,4.5,214,0,0,0,0,17,42.4,3.8,23.0,7.1,0.62,0.03,0.65,4.45
Michael,Keane,Everton,DEF,4.5,1046,3,0,3,4,139,306.6,23.2,123.0,45.4,0.61,0.02,0.63,19.16
Nathan,Patterson,Everton,DEF,4.5,342,0,1,0,0,47,71.6,70.3,12.0,15.5,0.07,0.38,0.45,4.48
Roman,Dixon,Everton,DEF,4.0,90,0,0,0,0,0,15.4,0.3,0.0,1.6,0.00,0.00,0.00,2.43
Reece,Welch,Everton,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Iliman,Ndiaye,Everton,MID,6.5,2426,9,0,15,21,552,598.0,326.4,493.0,142.0,6.23,1.36,7.59,29.01
Dwight,McNeil,Everton,MID,6.0,1366,4,8,5,9,401,392.0,631.8,207.0,123.3,1.05,4.49,5.53,21.12
Carlos,Alcaraz Durán,Everton,MID,5.5,766,2,3,1,5,191,219.4,205.7,227.0,65.4,1.78,0.68,2.46,11.33
Idrissa Gana,Gueye,Everton,MID,5.5,3063,0,3,12,5,505,522.0,327.2,117.0,96.6,1.15,1.99,3.14,39.88
James,Garner,Everton,MID,5.0,1590,0,1,5,0,244,264.8,248.2,93.0,60.4,0.67,1.37,2.04,19.71
Tim,Iroegbunam,Everton,MID,5.0,562,0,1,0,0,82,122.2,40.9,32.0,19.6,0.23,0.14,0.37,12.25
Harrison,Armstrong,Everton,MID,4.5,47,0,0,0,0,1,1.8,10.9,9.0,2.2,0.37,0.00,0.37,0.45
Callum,Bates,Everton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Coby,Ebere,Everton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Isaac,Heath,Everton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jenson,Metcalfe,Everton,MID,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Thierno,Barry,Everton,FWD,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Norberto Bercique,Gomes Betuncal,Everton,FWD,5.5,1521,8,0,4,11,295,373.2,163.9,666.0,119.5,7.89,0.44,8.33,18.80
Youssef,Ramalho Chermiti,Everton,FWD,5.0,42,0,0,0,0,9,2.4,0.6,27.0,3.0,0.11,0.00,0.11,0.47
Martin,Sherif,Everton,FWD,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Jack,Grealish,Everton,MID,6.5,710,1,1,2,4,187,157.2,321.4,234.0,71.3,1.13,1.67,2.80,11.33
Adam,Aznou,Everton,DEF,4.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Bernd,Leno,Fulham,GKP,5.0,3420,0,2,5,5,475,967.0,20.0,0.0,98.6,0.00,0.03,0.03,47.75
Steven,Benda,Fulham,GKP,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Antonee,Robinson,Fulham,DEF,5.0,3166,0,10,5,8,507,922.2,723.4,206.0,185.5,0.70,4.17,4.87,44.79
Joachim,Andersen,Fulham,DEF,4.5,2673,0,0,4,3,306,687.6,99.0,162.0,95.0,1.04,0.57,1.61,37.85
Calvin,Bassey,Fulham,DEF,4.5,3074,1,0,5,0,390,587.2,96.7,157.0,84.1,1.02,0.42,1.44,39.22
Timothy,Castagne,Fulham,DEF,4.5,1642,0,1,3,0,205,360.4,163.6,123.0,64.9,0.38,0.56,0.94,22.39
Issa,Diop,Fulham,DEF,4.5,1334,0,0,1,0,146,257.6,44.7,83.0,38.3,0.51,0.07,0.58,19.98
Jorge,Cuenca Barreno,Fulham,DEF,4.5,349,0,0,0,0,38,81.2,2.3,4.0,8.6,0.02,0.01,0.03,8.99
Kenny,Tete,Fulham,DEF,4.5,1773,0,2,3,0,207,381.2,192.2,158.0,73.1,1.37,0.65,2.02,25.50
Samuel,Amissah,Fulham,DEF,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
Alex,Iwobi,Fulham,MID,6.5,2981,9,6,6,16,704,806.8,922.4,699.0,243.0,4.33,6.90,11.23,38.06
Emile,Smith Rowe,Fulham,MID,6.0,2036,6,3,7,15,449,433.8,422.3,386.0,124.4,4.45,2.04,6.49,25.35
Adama,Traoré Diarra,Fulham,MID,5.5,1756,2,8,3,8,384,385.4,632.1,426.0,144.6,4.11,4.61,8.72,25.17
Andreas,Hoelgebaum Pereira,Fulham,MID,5.5,2004,2,6,5,2,355,326.6,868.3,300.0,149.0,4.24,4.63,8.87,27.35
Ryan,Sessegnon,Fulham,MID,5.5,574,4,2,1,5,137,284.0,158.8,227.0,67.1,1.64,1.12,2.76,8.20
Harry,Wilson,Fulham,MID,5.5,1148,6,2,2,6,329,334.6,310.2,440.0,107.8,4.19,1.17,5.36,16.22
Sander,Berge,Fulham,MID,5.0,2221,0,0,4,2,334,314.4,285.7,51.0,65.1,0.45,0.63,1.08,30.81
Tom,Cairney,Fulham,MID,5.0,610,2,0,1,0,192,163.8,213.8,94.0,47.2,0.73,1.14,1.87,9.59
